view,count_run-001,count_run-002,cum_run-001,cum_run-002,cum_diff
2389,18,0,44233,21601,22632
2390,20,0,44253,21601,22652
2391,17,0,44270,21601,22669
2392,17,0,44287,21601,22686
2393,17,0,44304,21601,22703
2394,20,0,44324,21601,22723
2395,20,0,44344,21601,22743
2396,19,0,44363,21601,22762
2397,18,0,44381,21601,22780
2398,20,0,44401,21601,22800
2399,14,0,44415,21601,22814
2400,19,0,44434,21601,22833
2401,18,0,44452,21601,22851
2402,17,0,44469,21601,22868
2403,17,0,44486,21601,22885
2404,17,0,44503,21601,22902
2405,18,0,44521,21601,22920
2406,21,0,44542,21601,22941
2407,18,0,44560,21601,22959
2408,17,0,44577,21601,22976
2409,14,0,44591,21601,22990
2410,19,0,44610,21601,23009
2411,19,0,44629,21601,23028
2412,17,0,44646,21601,23045
2413,20,0,44666,21601,23065
2414,17,0,44683,21601,23082
2415,18,0,44701,21601,23100
2416,22,0,44723,21601,23122
2417,18,0,44741,21601,23140
2418,18,0,44759,21601,23158
2419,19,0,44778,21601,23177
2420,19,0,44797,21601,23196
2421,17,0,44814,21601,23213
2422,14,0,44828,21601,23227
2423,18,0,44846,21601,23245
2424,18,0,44864,21601,23263
2425,19,0,44883,21601,23282
2426,18,0,44901,21601,23300
2427,24,0,44925,21601,23324
2428,12,0,44937,21601,23336
2429,19,0,44956,21601,23355
2430,18,0,44974,21601,23373
2431,20,0,44994,21601,23393
2432,25,0,45019,21601,23418
2433,16,0,45035,21601,23434
2434,18,0,45053,21601,23452
2435,13,0,45066,21601,23465
2436,14,0,45080,21601,23479
2437,19,0,45099,21601,23498
2438,22,0,45121,21601,23520
2439,16,0,45137,21601,23536
2440,16,0,45153,21601,23552
2441,19,0,45172,21601,23571
2442,22,0,45194,21601,23593
2443,16,0,45210,21601,23609
2444,18,0,45228,21601,23627
2445,16,0,45244,21601,23643
2446,17,0,45261,21601,23660
2447,22,0,45283,21601,23682
2448,19,0,45302,21601,23701
2449,21,0,45323,21601,23722
2450,17,0,45340,21601,23739
2451,16,0,45356,21601,23755
2452,24,0,45380,21601,23779
2453,16,0,45396,21601,23795
2454,15,0,45411,21601,23810
2455,17,0,45428,21601,23827
2456,18,0,45446,21601,23845
2457,18,0,45464,21601,23863
2458,21,0,45485,21601,23884
2459,17,0,45502,21601,23901
2460,13,0,45515,21601,23914
2461,18,0,45533,21601,23932
2462,18,0,45551,21601,23950
2463,20,0,45571,21601,23970
2464,16,0,45587,21601,23986
2465,19,0,45606,21601,24005
2466,25,0,45631,21601,24030
2467,14,0,45645,21601,24044
2468,15,0,45660,21601,24059
2469,20,0,45680,21601,24079
2470,18,0,45698,21601,24097
2471,16,0,45714,21601,24113
2472,18,0,45732,21601,24131
2473,18,0,45750,21601,24149
2474,22,0,45772,21601,24171
2475,14,0,45786,21601,24185
2476,18,0,45804,21601,24203
2477,15,0,45819,21601,24218
2478,20,0,45839,21601,24238
2479,19,0,45858,21601,24257
2480,20,0,45878,21601,24277
2481,19,0,45897,21601,24296
2482,16,0,45913,21601,24312
2483,17,0,45930,21601,24329
2484,16,0,45946,21601,24345
2485,20,0,45966,21601,24365
2486,17,0,45983,21601,24382
2487,19,0,46002,21601,24401
2488,18,0,46020,21601,24419
2489,22,0,46042,21601,24441
2490,17,0,46059,21601,24458
2491,22,0,46081,21601,24480
2492,17,0,46098,21601,24497
2493,20,0,46118,21601,24517
2494,21,0,46139,21601,24538
2495,13,0,46152,21601,24551
2496,13,0,46165,21601,24564
2497,17,0,46182,21601,24581
2498,20,0,46202,21601,24601
2499,19,0,46221,21601,24620
2500,19,0,46240,21601,24639
2501,17,0,46257,21601,24656
2502,16,0,46273,21601,24672
2503,18,0,46291,21601,24690
2504,23,0,46314,21601,24713
2505,17,0,46331,21601,24730
2506,17,0,46348,21601,24747
2507,15,0,46363,21601,24762
2508,19,0,46382,21601,24781
2509,23,0,46405,21601,24804
2510,18,0,46423,21601,24822
2511,15,0,46438,21601,24837
2512,15,0,46453,21601,24852
2513,19,0,46472,21601,24871
2514,18,0,46490,21601,24889
2515,17,0,46507,21601,24906
2516,22,0,46529,21601,24928
2517,17,0,46546,21601,24945
2518,20,0,46566,21601,24965
2519,15,0,46581,21601,24980
2520,22,0,46603,21601,25002
2521,13,0,46616,21601,25015
2522,20,0,46636,21601,25035
2523,20,0,46656,21601,25055
2524,21,0,46677,21601,25076
2525,15,0,46692,21601,25091
2526,18,0,46710,21601,25109
2527,18,0,46728,21601,25127
2528,20,0,46748,21601,25147
2529,15,0,46763,21601,25162
2530,17,0,46780,21601,25179
2531,15,0,46795,21601,25194
2532,21,0,46816,21601,25215
2533,17,0,46833,21601,25232
2534,15,0,46848,21601,25247
2535,18,0,46866,21601,25265
2536,23,0,46889,21601,25288
2537,17,0,46906,21601,25305
2538,14,0,46920,21601,25319
2539,22,0,46942,21601,25341
2540,21,0,46963,21601,25362
2541,20,0,46983,21601,25382
2542,15,0,46998,21601,25397
2543,15,0,47013,21601,25412
2544,19,0,47032,21601,25431
2545,15,0,47047,21601,25446
2546,24,0,47071,21601,25470
2547,14,0,47085,21601,25484
2548,16,0,47101,21601,25500
2549,20,0,47121,21601,25520
2550,20,0,47141,21601,25540
2551,27,0,47168,21601,25567
2552,21,0,47189,21601,25588
2553,17,0,47206,21601,25605
2554,21,0,47227,21601,25626
2555,20,0,47247,21601,25646
2556,22,0,47269,21601,25668
2557,15,0,47284,21601,25683
2558,18,0,47302,21601,25701
2559,17,0,47319,21601,25718
2560,18,0,47337,21601,25736
2561,17,0,47354,21601,25753
2562,22,0,47376,21601,25775
2563,16,0,47392,21601,25791
2564,15,0,47407,21601,25806
2565,18,0,47425,21601,25824
2566,23,0,47448,21601,25847
2567,15,0,47463,21601,25862
2568,18,0,47481,21601,25880
2569,18,0,47499,21601,25898
2570,16,0,47515,21601,25914
2571,17,0,47532,21601,25931
2572,24,0,47556,21601,25955
